decimalLatitude,decimalLongitude,eventDate,species,vernacularName,recordID,dataResourceName
-17.45,145.466667,1982-05-26T14:00:00Z,Calophyllum costatum,Red Touriga,9c966af4-ebd4-44e8-addf-6e5b7c9806b4,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.483333,1981-11-24T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,d7966670-7ba7-4cd8-8a7f-3d93b66e353f,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.483333,1991-09-25T14:00:00Z,Calophyllum costatum,Red Touriga,97c6d34c-ec5d-4b7d-8071-823dbd3ceb25,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.466667,1982-05-26T14:00:00Z,Calophyllum costatum,Red Touriga,87e87834-c53a-454c-a03e-a4b5782fcbd0,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.7,1971-06-15T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,1573593b-2c88-4de6-b906-d12144e870c3,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.4833,1991-09-25T14:00:00Z,Calophyllum costatum,Red Touriga,0a616d4c-8da6-46e9-958b-e47d79f697d6,Northern Territory Herbarium (DNA) AVH data
-17.45,145.466667,1982-05-26T14:00:00Z,Calophyllum costatum,Red Touriga,ac23a692-fe45-48a1-97c2-d2e153086c5f,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.666667,1979-07-10T14:00:00Z,Faradaya splendida,Potato Vine,df2c4898-9ce8-4f8d-b854-3a8b448577de,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.483333,1991-09-25T14:00:00Z,Calophyllum costatum,Red Touriga,b696b36e-a383-4905-a7ef-ac5b8db6624f,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.666667,1979-07-10T14:00:00Z,Faradaya splendida,Potato Vine,88d05fbb-9d0d-4bc8-b063-ab232543990b,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.483333,1984-10-29T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,0a9e9f72-4f43-4c67-b632-4e3d67d94617,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.7,1971-06-15T14:00:00Z,Beilschmiedia oligandra,Dogwood,7adad966-31ca-4bb1-a4f1-d9332a54543e,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.466667,1982-05-26T14:00:00Z,Calophyllum costatum,Red Touriga,b28b83f6-7260-4d4a-93b2-99365642ea30,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.466667,1979-03-07T14:00:00Z,Calophyllum costatum,Red Touriga,ed909f54-c81d-46da-a40d-a6df7c6d3083,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.7,1977-11-21T14:00:00Z,Beilschmiedia volckii,Blush Walnut,1cecf325-0513-4513-8eef-f5d8c18de11e,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.466667,1979-03-07T14:00:00Z,Calophyllum costatum,Red Touriga,dc064e0d-1acc-4752-b908-c5a28fd4e243,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.466667,1984-12-04T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,61288329-9e44-4f0a-8063-a5051f843aee,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.483333,1984-10-29T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,f9a8ecaf-bebb-495e-8e3a-cd90779ca14b,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.48,1986-08-21T14:00:00Z,Calophyllum costatum,Red Touriga,b3c13c6d-ba7f-48ee-8100-46b38a233790,NSW AVH feed
-17.45,145.466667,1984-12-04T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,57dee3eb-bcce-4ff5-8f91-a6a832a9a52c,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.483333,1984-10-29T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,62ab6084-2160-4b2e-9043-bb383c280b4d,Australian Tropical Herbarium (CNS) AVH data
-17.45,146.016667,2002-09-09T14:00:00Z,Monoon michaelii,NA,0f921f94-2fcd-4b60-98f5-254208a7efaa,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.466667,1984-12-04T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,1984590f-7d2d-4e38-b15a-ace54ce7e549,Australian Tropical Herbarium (CNS) AVH data
-17.45,145.483333,1991-09-25T14:00:00Z,Calophyllum costatum,Red Touriga,40375325-5ff2-4a75-bd2b-644e718c017e,Australian Tropical Herbarium (CNS) AVH data
-17.44947,145.809395,1995-01-28T14:00:00Z,Beilschmiedia volckii,Blush Walnut,b12442cb-1f50-402d-8f80-b89daef74e77,BRI AVH Data and Images
-17.4478,145.7122,2000-10-13T14:00:00Z,Endiandra sankeyana,Sankeys Walnut,4900cbea-423c-4c4a-8bc3-8ffc69f4959b,NSW AVH feed
-17.4478,145.7122,2000-10-13T14:00:00Z,Endiandra sankeyana,Sankeys Walnut,6f160925-bef5-4513-add6-e4df2e10eee1,National Herbarium of Victoria (MEL) AVH data
